index,Dsc,query,recom,RetNumbers,val1,val2,AuditType,RemType
2.9,2.9 Ensure 'Trustworthy' Database Property is set to 'Off' (Automated),SELECT name FROM sys.databases WHERE is_trustworthy_on = 1 AND name != 'msdb';,ALTER DATABASE [] SET TRUSTWORTHY OFF;,0,,,2,1
2.10.,2.10 Ensure Unnecessary SQL Server Protocols are set to 'Disabled' (Manual),0,0,,0,0,0,0
2.11,2.11 Ensure SQL Server is configured to use non-standard ports (Automated),"SELECT 'use non-standard ports', count(*) as no  FROM sys.dm_server_registry WHERE value_name like '%Tcp%' and value_data='1433';",0,1,0,,1,0
2.12,2.12 kooft,"DECLARE @getValue INT; EXEC master.sys.xp_instance_regread @rootkey = N'HKEY_LOCAL_MACHINE', @key = N'SOFTWARE\Microsoft\Microsoft SQL Server\MSSQLServer\SuperSocketNetLib', @value_name = N'HideInstance', @value = @getValue OUTPUT; SELECT 'Hide Instance', @getValue;","EXECUTE sp_configure 'show advanced options', 1; RECONFIGURE; EXECUTE sp_configure 'scan for startup procs', 0; RECONFIGURE; GO EXECUTE sp_configure 'show advanced options', 0; RECONFIGURE;",1,1,,1,1
2.13,"<p style ="" font-size: 80%""> <h4>2.13 Ensure the 'sa' Login Account is set to 'Disabled' (Automated) </h4> <div style=""margin-top: 0px;""></div> <b>Profile Applicability:</b> <br> &bull; Level 1 - Database Engine <br> &bull; Level 1 - AWS RDS <div style=""margin-top: 0px;""></div> <b>Description:</b> <br>The sa account is a widely known and often widely used SQL Server account with sysadmin privileges. This is the original login created during installation and always has the principal_id=1 and sid=0x01. <div style=""margin-top: 0px;""></div> <b>Rationale:</b> <br>Enforcing this control reduces the probability of an attacker executing brute force attacks against a well-known principal. <div style=""margin-top: 0px;""></div> <b>Impact:</b> <br>It is not a good security practice to code applications or scripts to use the sa account. However, if this has been done, disabling the sa account will prevent scripts and applications from authenticating to the database server and executing required tasks or functions. <div style=""margin-top: 0px;""></div> <b>Audit:</b> <br>Use the following syntax to determine if the sa account is disabled. Checking for sid=0x01 ensures that the original sa account is being checked in case it has been renamed per best practices. <p style =""font-family : Courier New""> SELECT name, is_disabled<br> FROM sys.server_principals<br> WHERE sid = 0x01<br> AND is_disabled = 0;<br> </p> No rows should be returned to be compliant. <br>An is_disabled value of 0 indicates the login is currently enabled and therefore needs remediation. <div style=""margin-top: 0px;""></div> <b>Remediation: </b> <br>Run the following T-SQL command: <p style =""font-family : Courier New ; ""> USE [master]<br> GO<br> DECLARE @tsql nvarchar(max)<br> SET @tsql = 'ALTER LOGIN ' + SUSER_NAME(0x01) + ' DISABLE'<br> EXEC (@tsql)<br> GO </p> <div style=""margin-top: 0px;""></div> <b>Default Value:</b> <br>By default, the sa login account is disabled at install time when Windows Authentication Mode is selected. If mixed mode (SQL Server and Windows Authentication) is selected at install, the default for the sa login is enabled. <div style=""margin-top: 0px;""></div> <b>References: </b> <br> <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/system-catalog-views/sys-server-principals-transact-sql""> 1.https://learn.microsoft.com/en-us/sql/relational-databases/system-catalog-views/sys-server-principals-transact-sql</a><br <a href=""https://learn.microsoft.com/en-us/sql/t-sql/statements/alter-login-transact-sql""> 2.https://learn.microsoft.com/en-us/sql/t-sql/statements/alter-login-transact-sql</a><br> <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/security/choose-an-authentication-mode""> 3.https://learn.microsoft.com/en-us/sql/relational-databases/security/choose-an-authentication-mode</a> <br> </p>","SELECT name, is_disabled FROM sys.server_principals WHERE sid = 0x01 AND is_disabled = 0",,,,,2,1
2.14,"<p style ="" font-size: 80%""> <h4>2.14 Ensure the 'sa' Login Account has been renamed (Automated) </h4> <div style=""margin-top: 0px;""></div> <b>Profile Applicability:</b> <br> &bull; Level 1 - Database Engine <div style=""margin-top: 0px;""></div> <b>Description:</b> <br>The sa account is a widely known and often widely used SQL Server login with sysadmin privileges. The sa login is the original login created during installation and always has principal_id=1 and sid=0x01. <div style=""margin-top: 0px;""></div> <b>Rationale:</b> <br>It is more difficult to launch password-guessing and brute-force attacks against the sa login if the name is not known. <div style=""margin-top: 0px;""></div> <b>Impact:</b> <br>It is not a good security practice to code applications or scripts to use the sa login. However, if this has been done, renaming the sa login will prevent scripts and applications from authenticating to the database server and executing required tasks or functions. <div style=""margin-top: 0px;""></div> <b>Audit:</b> <br>Use the following syntax to determine if the sa login (principal) is renamed. <p style =""font-family : Courier New""> SELECT name<br> FROM sys.server_principals<br> WHERE sid = 0x01; </p> A name of sa indicates the account has not been renamed and therefore needs remediation. <div style=""margin-top: 0px;""></div> <b>Remediation: </b> <br>Replace the &lt;different_user> value within the below syntax and execute to rename the sa login. <p style =""font-family : Courier New ; ""> ALTER LOGIN sa WITH NAME = &lt;different_user>; </p> <div style=""margin-top: 0px;""></div> <b>Default Value:</b> <br>By default, the sa login name is 'sa' <div style=""margin-top: 0px;""></div> <b>References: </b> <br> <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/security/choose-an-authentication-model""> 1.https://learn.microsoft.com/en-us/sql/relational-databases/security/choose-an-authentication-model</a> <br> </p>",SELECT name FROM sys.server_principals WHERE sid = 0x01;,,1,sa,,5,1
2.15,2.15 lolo,"SELECT name, containment, containment_desc, is_auto_close_on FROM sys.databases WHERE containment <> 0 and is_auto_close_on = 1;",0,1,,,2,1
2.16,"<p style ="" font-size: 80%""> <h4>2.16 Ensure no login exists with the name 'sa' (Automated)</h4> <div style=""margin-top: 0px;""></div> <b>Profile Applicability:</b> <br> &bull; Level 1 - Database Engine <br> &bull; Level 1 - AWS RDS <div style=""margin-top: 0px;""></div> <b>Description:</b> <br>The sa login (e.g. principal) is a widely known and often widely used SQL Server account. Therefore, there should not be a login called sa even when the original sa login (principal_id = 1) has been renamed. <div style=""margin-top: 0px;""></div> <b>Rationale:</b> <br>Enforcing this control reduces the probability of an attacker executing brute force attacks against a well-known principal name. <div style=""margin-top: 0px;""></div> <b>Impact:</b> <br>It is not a good security practice to code applications or scripts to use the sa account. Given that it is a best practice to rename and disable the sa account, some 3rd party applications check for the existence of a login named sa and if it doesn't exist, creates one. Removing the sa login will prevent these scripts and applications from authenticating to the database server and executing required tasks or functions. <div style=""margin-top: 0px;""></div> <b>Audit:</b> Use the following syntax to determine if there is an account named sa. <p style =""font-family : Courier New""> SELECT name,<br> CAST(value as int) as value_configured,<br> CAST(value_in_use as int) as value_in_use<br> FROM sys.configurations<br> WHERE name = 'clr strict security'; </p> If both values are 1, this recommendation is Not Applicable. Otherwise, run the following T-SQL command: <p style =""font-family : Courier New""> SELECT principal_id, name<br> FROM sys.server_principals<br> WHERE name = 'sa'; </p> No rows should be returned. <div style=""margin-top: 0px;""></div> <b>Remediation: </b> <br>Execute the appropriate ALTER statement below based on the principal_id returned for the login named sa. Replace the <different_name> value within the below syntax and execute to rename the sa login. <br>Otherwise, run the following T-SQL command: <p style =""font-family : Courier New ; ""> USE [master]<br> GO<br> -- If principal_id = 1 or the login owns database objects, rename the sa<br> login<br> ALTER LOGIN [sa] WITH NAME = &lt;different_name>; <br> GO </p> Restart the Database Engine. <div style=""margin-top: 0px;""></div> <b>Default Value:</b> <br>The login with principal_id = 1 is named sa by default. <div style=""margin-top: 0px;""></div> </p>","SELECT principal_id, name FROM sys.server_principals WHERE name = 'sa';",0,,,,2,1
2.17,"<h4>2.17 Ensure 'clr strict security' Server Configuration Option is set to '1' (Automated)</h4> <div style=""margin-top: 0px;"">&nbsp;</div> <p style=""font-size: 80%;""><strong>Profile Applicability:</strong> <br />&bull; Level 1 - Database Engine <br />&bull; Level 1 - AWS RDS</p> <div style=""margin-top: 0px;"">&nbsp;</div> <p style=""font-size: 80%;""><strong>Description:</strong> <br />The clr strict security option specifies whether the engine applies the PERMISSION_SET on the assemblies.</p> <div style=""margin-top: 0px;"">&nbsp;</div> <p style=""font-size: 80%;""><strong>Rationale:</strong> <br />Enabling use of CLR assemblies widens the attack surface of SQL Server and puts it at risk from both inadvertent and malicious assemblies.</p> <div style=""margin-top: 0px;"">&nbsp;</div> <p style=""font-size: 80%;""><strong>Impact:</strong> <br />If CLR assemblies are in use, applications may need to be rearchitected to eliminate their usage before enabling this setting. To find user-created assemblies, run the following query in all databases, replacing &lt;database_name&gt; with each database name:</p> <p style=""font-family: Courier New;"">USE [&lt;database_name&gt;]<br />GO<br />SELECT name AS Assembly_Name, permission_set_desc<br />FROM sys.assemblies<br />WHERE is_user_defined = 1; GO</p> <div style=""margin-top: 0px;"">&nbsp;</div> <p style=""font-size: 80%;""><strong>Audit:</strong> <br />Run the following T-SQL command:</p> <p style=""font-family: Courier New;"">SELECT name,<br />CAST(value as int) as value_configured,<br />CAST(value_in_use as int) as value_in_use<br />FROM sys.configurations<br />WHERE name = 'clr strict security';</p> <p style=""font-size: 80%;"">Both value columns must show 1 to be compliant.</p> <p style=""font-size: 80%;""><strong>Remediation: </strong> <br />Run the following T-SQL command:</p> <p style=""font-family: Courier New;"">EXECUTE sp_configure 'show advanced options', 1; RECONFIGURE;<br />EXECUTE sp_configure 'clr strict security', 1;<br />RECONFIGURE;<br />GO<br />EXECUTE sp_configure 'show advanced options', 0;<br />RECONFIGURE;</p> <p style=""font-size: 80%;""><strong>Default Value:</strong> <br />By default, this option is Enabled (1).</p> <div style=""margin-top: 0px;"">&nbsp;</div> <p style=""font-size: 80%;""><strong>References: </strong> <br /><a href=""https://learn.microsoft.com/en-us/sql/database-engine/configure-windows/clr-strict-security""> 1.https://learn.microsoft.com/en-us/sql/database-engine/configure-windows/clr-strict-security</a></p>","SELECT name, CAST(value as int) as value_configured, CAST(value_in_use as int) as value_in_use FROM sys.configurations WHERE name = 'clr strict security';","EXECUTE sp_configure 'show advanced options', 1; RECONFIGURE; EXECUTE sp_configure 'scan for startup procs', 0; RECONFIGURE; GO EXECUTE sp_configure 'show advanced options', 0; RECONFIGURE;",2,0,0,1,1
3.1,"<p style ="" font-size: 80%""> <h4>3.1 Ensure 'Server Authentication' Property is set to 'Windows Authentication Mode' (Automated) </h4> <div style=""margin-top: 0px;""></div> <b>Profile Applicability:</b> <br> &bull; Level 1 - Database Engine <div style=""margin-top: 0px;""></div> <b>Description:</b> <br>Uses Windows Authentication to validate attempted connections. <div style=""margin-top: 0px;""></div> <b>Rationale:</b> <br>Windows provides a more robust authentication mechanism than SQL Server authentication. <div style=""margin-top: 0px;""></div> <b>Impact:</b> <br>Changing the login mode configuration requires a restart of the service. <div style=""margin-top: 0px;""></div> <b>Audit:</b> Execute the following syntax: <p style =""font-family : Courier New""> SELECT SERVERPROPERTY('IsIntegratedSecurityOnly') as [login_mode]; </p> A login_mode of 1 indicates the Server Authentication property is set to Windows Authentication Mode. A login_mode of 0 indicates mixed mode authentication. <div style=""margin-top: 0px;""></div> <b>Remediation: </b> <br>Perform either the GUI or T-SQL method shown:<br> <b>GUI Method</b><br> <ol> <li>Open SQL Server Management Studio.</li> <li>Open the Object Explorer tab and connect to the target SQL Server instance.</li> <li>Right click the instance name and select Properties.</li> <li>Select the Security page from the left menu.</li> <li>Set the Server authentication setting to Windows Authentication Mode.</li> </ol> <b>T-SQL Method</b><br> Run the following T-SQL in a Query Window: <p style =""font-family : Courier New ; ""> USE [master]<br> GO<br> EXEC xp_instance_regwrite N'HKEY_LOCAL_MACHINE',<br> N'Software\Microsoft\MSSQLServer\MSSQLServer', N'LoginMode', REG_DWORD, 1<br> GO </p> Restart the SQL Server service for the change to take effect. <div style=""margin-top: 0px;""></div> <b>Default Value:</b> <br>Windows Authentication Mode <div style=""margin-top: 0px;""></div> <b>References: </b> <br> <a href=""https://learn.microsoft.com/en-us/sql/database-engine/configure-windows/server-properties-security-page""> 1.https://learn.microsoft.com/en-us/sql/database-engine/configure-windows/server-properties-security-page</a> <br> </p>",select * from sys.configurations where SERVERPROPERTY('IsIntegratedSecurityOnly')=1,"EXECUTE sp_configure 'show advanced options', 1; RECONFIGURE; EXECUTE sp_configure 'scan for startup procs', 0; RECONFIGURE; GO EXECUTE sp_configure 'show advanced options', 0; RECONFIGURE;",,,,2,1
3.2,"<p style ="" font-size: 80%""> <h4>3.2 Ensure CONNECT permissions on the 'guest' user is Revoked within all SQL Server databases (Automated) </h4> <div style=""margin-top: 0px;""></div> <b>Profile Applicability:</b> <br> &bull; Level 1 - Database Engine <br> &bull; Level 1 - AWS RDS <div style=""margin-top: 0px;""></div> <b>Description:</b> <br>Remove the right of the guest user to connect to SQL Server databases, except for master, msdb, tempdb, and, on AWS RDS instances, rdsadmin. <div style=""margin-top: 0px;""></div> <b>Rationale:</b> <br>A login assumes the identity of the guest user when a login has access to SQL Server but does not have access to a database through its own account and the database has a guest user account. Revoking the CONNECT permission for the guest user will ensure that a login is not able to access database information without explicit access to do so. <div style=""margin-top: 0px;""></div> <b>Impact:</b> <br>When CONNECT permission to the guest user is revoked, a SQL Server instance login must be mapped to a database user explicitly in order to have access to the database. <div style=""margin-top: 0px;""></div> <b>Audit:</b> <br>Run the following code snippet for each database (replacing &lt;database_name> as appropriate) in the instance to determine if the guest user has CONNECT permission. <p style =""font-family : Courier New""> USE &lt;database_name>; <br> GO<br> SELECT DB_NAME() AS DatabaseName, 'guest' AS Database_User,<br> [permission_name], [state_desc]<br> FROM sys.database_permissions<br> WHERE [grantee_principal_id] = DATABASE_PRINCIPAL_ID('guest')<br> AND [state_desc] LIKE 'GRANT%'<br> AND [permission_name] = 'CONNECT'<br> AND DB_NAME() NOT IN ('master','tempdb','msdb'); </p> No rows should be returned. On AWS RDS instance, if only rdsadmin is returned, this is a pass. <br>An is_disabled value of 0 indicates the login is currently enabled and therefore needs remediation. <div style=""margin-top: 0px;""></div> <b>Remediation: </b> <br>The following code snippet revokes CONNECT permissions from the guest user in a database. Replace &lt;database_name> as appropriate: <p style =""font-family : Courier New ; ""> USE &lt;database_name>;<br> GO<br> REVOKE CONNECT FROM guest;<br> </p> <div style=""margin-top: 0px;""></div> <b>Default Value:</b> <br>The guest user account is added to each new database but without CONNECT permission by default. <div style=""margin-top: 0px;""></div> <b>References: </b> <br> <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/policy-based-management/guest-permissions-on-user-databases""> 1.https://learn.microsoft.com/en-us/sql/relational-databases/policy-based-management/guest-permissions-on-user-databases</a><br> <br> </p>","SELECT DB_NAME() AS DatabaseName, 'guest' AS Database_User,[permission_name], [state_desc] FROM sys.database_permissions WHERE [grantee_principal_id] = DATABASE_PRINCIPAL_ID('guest') AND [state_desc] LIKE 'GRANT%' AND [permission_name] = 'CONNECT' AND DB_NAME() NOT IN ('master','tempdb','msdb');",0,,,,2,1
3.3,3.3,EXEC sp_change_users_login @Action='Report';,,,,,2,1
3.4,3.4,"SELECT name AS DBUser FROM sys.database_principals WHERE name NOT IN ('dbo','Information_Schema','sys','guest') AND type IN ('U','S','G') AND authentication_type = 2;",,,,,2,0
3.5,Ensure the SQL Server's MSSQL Service Account is Not an Administrator (Manual),0,,,,,0,0
3.6, Ensure the SQL Server's SQLAgent Service Account is Not an Administrator (Manual),0,,,,,0,0
3.7,Ensure the SQL Server’s Full-Text Service Account is Not an Administrator (Manual),0,,,,,0,0
3.8,3.8,SELECT * FROM master.sys.server_permissions WHERE (grantee_principal_id = SUSER_SID(N'public') and state_desc LIKE 'GRANT%') AND NOT (state_desc = 'GRANT' and [permission_name] = 'VIEW ANY DATABASE' and class_desc = 'SERVER') AND NOT (state_desc = 'GRANT' and [permission_name] = 'CONNECT' and class_desc = 'ENDPOINT' and major_id = 2) AND NOT (state_desc = 'GRANT' and [permission_name] = 'CONNECT' and class_desc = 'ENDPOINT' and major_id = 3) AND NOT (state_desc = 'GRANT' and [permission_name] = 'CONNECT' and class_desc = 'ENDPOINT' and major_id = 4) AND NOT (state_desc = 'GRANT' and [permission_name] = 'CONNECT' and class_desc = 'ENDPOINT' and major_id = 5);,,,,,2,
3.9,3.9,"SELECT pr.[name], pe.[permission_name], pe.[state_desc] FROM sys.server_principals pr JOIN sys.server_permissions pe ON pr.principal_id = pe.grantee_principal_id WHERE pr.name like 'BUILTIN%';",,,,,2,
3.10.,3.10.,"SELECT pr.[name] AS LocalGroupName, pe.[permission_name], pe.[state_desc] FROM sys.server_principals pr JOIN sys.server_permissions pe ON pr.[principal_id] = pe.[grantee_principal_id] WHERE pr.[type_desc] = 'WINDOWS_GROUP' AND pr.[name] like CAST(SERVERPROPERTY('MachineName') AS nvarchar) + '%';",,,,,2,
3.11,3.11,SELECT sp.name AS proxyname FROM [msdb].dbo.sysproxylogin spl JOIN sys.database_principals dp ON dp.sid = spl.sid JOIN [msdb].dbo.sysproxies sp ON sp.proxy_id = spl.proxy_id WHERE principal_id = USER_ID('public');,,,,,2,
4.1,Ensure 'MUST_CHANGE' Option is set to 'ON' for All SQL Authenticated Logins (Manual),0,,,,,0,
4.2,4.2,"SELECT l.[name], 'sysadmin membership' AS 'Access_Method' FROM sys.sql_logins AS l WHERE IS_SRVROLEMEMBER('sysadmin',name) = 1 AND l.is_expiration_checked <> 1 UNION ALL SELECT l.[name], 'CONTROL SERVER' AS 'Access_Method' FROM sys.sql_logins AS l JOIN sys.server_permissions AS p ON l.principal_id = p.grantee_principal_id WHERE p.type = 'CL' AND p.state IN ('G', 'W') AND l.is_expiration_checked <> 1;",,,,,2,
4.3,4.3,"SELECT name, is_disabled FROM sys.sql_logins WHERE is_policy_checked = 0;",,,,,2,
5.1,5.1,"DECLARE @NumErrorLogs int EXEC master.sys.xp_instance_regread N'HKEY_LOCAL_MACHINE', N'Software\Microsoft\MSSQLServer\MSSQLServer', N'NumErrorLogs',@NumErrorLogs OUTPUT; SELECT ISNULL(@NumErrorLogs, -1) AS [NumberOfLogFiles];",,,12,,3,
5.2,5.2 sag,"SELECT name, CAST(value as int) as value_configured, CAST(value_in_use as int) as value_in_use FROM sys.configurations WHERE name = 'default trace enabled';","EXECUTE sp_configure 'show advanced options', 1; RECONFIGURE; EXECUTE sp_configure 'scan for startup procs', 0; RECONFIGURE; GO EXECUTE sp_configure 'show advanced options', 0; RECONFIGURE;",2,1,1,1,
5.3,5.3 khar,EXEC xp_loginconfig 'audit level';,"EXECUTE sp_configure 'show advanced options', 1; RECONFIGURE; EXECUTE sp_configure 'scan for startup procs', 0; RECONFIGURE; GO EXECUTE sp_configure 'show advanced options', 0; RECONFIGURE;",1,failure,,1,
5.4,5.4,"SELECT S.name AS 'Audit Name' , CASE S.is_state_enabled WHEN 1 THEN 'Y' WHEN 0 THEN 'N' END AS 'Audit Enabled' , S.type_desc AS 'Write Location' , SA.name AS 'Audit Specification Name' , CASE SA.is_state_enabled WHEN 1 THEN 'Y' WHEN 0 THEN 'N' END AS 'Audit Specification Enabled' , SAD.audit_action_name , SAD.audited_result FROM sys.server_audit_specification_details AS SAD JOIN sys.server_audit_specifications AS SA ON SAD.server_specification_id = SA.server_specification_id JOIN sys.server_audits AS S ON SA.audit_guid = S.audit_guid WHERE SAD.audit_action_id IN ('CNAU', 'LGFL', 'LGSD') or (SAD.audit_action_id IN ('DAGS', 'DAGF') and (select count(*) from sys.databases where containment=1) > 0);",,,,,4,
6.1,"<p style ="" font-size: 80%""> <h4>6.1 Ensure Database and Application User Input is Sanitized (Manual) </h4> <div style=""margin-top: 0px;""></div> <b>Profile Applicability:</b> <br> &bull; Level 1 - Database Engine <div style=""margin-top: 0px;""></div> <b>Description:</b> <br>Always validate user input received from a database client or application by testing type, length, format, and range prior to transmitting it to the database server. <div style=""margin-top: 0px;""></div> <b>Rationale:</b> <br>Sanitizing user input drastically minimizes risk of SQL injection. <div style=""margin-top: 0px;""></div> <b>Impact:</b> <br>TSanitize user input may require changes to application code or database object syntax. These changes can require applications or databases to be taken temporarily off-line. Any change to TSQL or application code should be thoroughly tested in testing environment before production implementation. <div style=""margin-top: 0px;""></div> <b>Audit:</b> <br>Check with the application teams to ensure any database interaction is through the use of stored procedures and not dynamic SQL. Revoke any INSERT, UPDATE, or DELETE privileges to users so that modifications to data must be done through stored procedures. Verify that there's no SQL query in the application code produced by string concatenation. <div style=""margin-top: 0px;""></div> <b>Remediation: </b> <br>The following steps can be taken to remediate SQL injection vulnerabilities: <ul> <li>Review TSQL and application code for SQL Injection</li> <li>Only permit minimally privileged accounts to send user input to the server</li> <li>Minimize the risk of SQL injection attack by using parameterized commands and stored procedures </li> <li>Reject user input containing binary data, escape sequences, and comment characters</li> <li>Always validate user input and do not use it directly to build SQL statements</li> </ul> <div style=""margin-top: 0px;""></div> <b>References: </b> <br> <a href=""https://owasp.org/www-community/attacks/SQL_Injection"">1.https://owasp.org/www-community/attacks/SQL_Injection</a><br> </p>",0,,,,,0,
6.2,"<p style ="" font-size: 80%""> <h4>6.2 Ensure 'CLR Assembly Permission Set' is set to 'SAFE_ACCESS' for All CLR Assemblies (Automated) </h4> <div style=""margin-top: 0px;""></div> <b>Profile Applicability:</b> <br> &bull; Level 1 - Database Engine <br> &bull; Level 1 - AWS RDS <div style=""margin-top: 0px;""></div> <b>Description:</b> <br>Setting CLR Assembly Permission Sets to SAFE_ACCESS will hinder assemblies from accessing external system resources such as files, the network, environment variables,or the registry. <div style=""margin-top: 0px;""></div> <b>Rationale:</b> <br>Assemblies with EXTERNAL_ACCESS or UNSAFE permission sets can be used to access sensitive areas of the operating system, steal and/or transmit data and alter the state and other protection measures of the underlying Windows Operating System.<br> Assemblies which are Microsoft-created (is_user_defined = 0) are excluded from this check as they are required for overall system functionality. <div style=""margin-top: 0px;""></div> <b>Impact:</b> <br>The remediation measure should first be tested within a test environment prior to production to ensure the assembly still functions as designed with SAFE permission setting. <div style=""margin-top: 0px;""></div> <b>Audit:</b> <br>Execute the following SQL statement: <p style =""font-family : Courier New""> USE &lt;database_name>;<br> GO<br> SELECT name,<br> permission_set_desc<br> FROM sys.assemblies <br> WHERE is_user_defined = 1 AND name <> 'Microsoft.SqlServer.Types'; </p> All the returned assemblies should show SAFE_ACCESS in the permission_set_desc column <div style=""margin-top: 0px;""></div> <b>Remediation: </b> <p style =""font-family : Courier New""> USE &lt;database_name>; <br> GO <br> ALTER ASSEMBLY &lt;assembly_name> WITH PERMISSION_SET = SAFE; </p> <b>Default Value:: </b> <br>SAFE permission is set by default <div style=""margin-top: 0px;""></div> <b>References: </b> <br> <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/clr-integration/security/clr-integration-code-access-security"">1.https://learn.microsoft.com/en-us/sql/relational-databases/clr-integration/security/clr-integration-code-access-security</a><br> <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/system-catalog-views/sys-assemblies-transact-sql"">2.https://learn.microsoft.com/en-us/sql/relational-databases/system-catalog-views/sys-assemblies-transact-sql</a><br> <a href=""https://learn.microsoft.com/en-us/sql/t-sql/statements/alter-assembly-transact-sql""> 3.https://learn.microsoft.com/en-us/sql/t-sql/statements/alter-assembly-transact-sql</a><br> <a href=""https://learn.microsoft.com/en-us/sql/relational-databases/clr-integration/security/clr-integration-code-access-security#recommended-permission-settings"">4.https://learn.microsoft.com/en-us/sql/relational-databases/clr-integration/security/clr-integration-code-access-security#recommended-permission-settings</a> </p>","SELECT name, permission_set_desc FROM sys.assemblies WHERE is_user_defined = 1 AND name <> 'Microsoft.SqlServer.Types';",,1,SAFE_ACCESS,,6,
7.1,"<p style ="" font-size: 80%""> <h4>7.1 Ensure 'Symmetric Key encryption algorithm' is set to 'AES_128' or higher in non-system databases (Automated) </h4> <div style=""margin-top: 0px;""></div> <b>Profile Applicability:</b> <br> &bull; Level 1 - Database Engine <br> &bull; Level 1 - AWS RDS <div style=""margin-top: 0px;""></div> <b>Description:</b> <br>Per the Microsoft Best Practices, only the SQL Server AES algorithm options, AES_128, AES_192, and AES_256, should be used for a symmetric key encryption algorithm. <div style=""margin-top: 0px;""></div> <b>Rationale:</b> <br>The following algorithms (as referred to by SQL Server) are considered weak or deprecated and should no longer be used in SQL Server: DES, DESX, RC2, RC4, RC4_128.<br> Many organizations may accept the Triple DES algorithms (TDEA) which use keying options 1 (3 key aka 3TDEA) or keying option 2 (2 key aka 2TDEA). In SQL Server, these are referred to as TRIPLE_DES_3KEY and TRIPLE_DES respectively. Additionally, the SQL Server algorithm named DESX is actually the same implementation as theTRIPLE_DES_3KEY option. However, using the DESX identifier as the algorithm type has been deprecated and its usage is now discouraged. <div style=""margin-top: 0px;""></div> <b>Impact:</b> <br>Eliminates use of weak and deprecated algorithms which may put a system at higher risk of an attacker breaking the key.<br> Encrypted data cannot be compressed, but compressed data can be encrypted. If you use compression, you should compress data before encrypting it. <div style=""margin-top: 0px;""></div> <b>Audit:</b> <br>Run the following code for each individual user database: <p style =""font-family : Courier New""> USE &lt;database_name><br> GO<br> SELECT db_name() AS Database_Name, name AS Key_Name<br> FROM sys.symmetric_keys<br> WHERE algorithm_desc NOT IN ('AES_128','AES_192','AES_256')<br> AND db_id() > 4;<br> GO </p> For compliance, no rows should be returned. <div style=""margin-top: 0px;""></div> <b>Remediation: </b> <br>Refer to Microsoft SQL Server Books Online ALTER SYMMETRIC KEY entry: <br><a href=""https://docs.microsoft.com/en-us/sql/t-sql/statements/alter-symmetric-key-transact-sql"">https://docs.microsoft.com/en-us/sql/t-sql/statements/alter-symmetric-key-transact-sql</a> <div style=""margin-top: 0px;""></div> <b>Default Value:: </b> <br>None <div style=""margin-top: 0px;""></div> <b>References: </b> <br> <a href=""https://learn.microsoft.com/en-us/sql/t-sql/statements/alter-asymmetric-key-transact-sql""> 1.https://learn.microsoft.com/en-us/sql/t-sql/statements/alter-asymmetric-key-transact-sql</a><br> <a href=""https://learn.microsoft.com/en-US/sql/relational-databases/security/encryption/choose-an-encryption-algorithm"">2.https://learn.microsoft.com/en-US/sql/relational-databases/security/encryption/choose-an-encryption-algorithm</a> </p>","SELECT db_name() AS Database_Name, name AS Key_Name FROM sys.symmetric_keys WHERE algorithm_desc NOT IN ('AES_128','AES_192','AES_256') AND db_id() > 4;",,,,,2,
